question_id,compressed_tags
8817,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8818,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8819,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
8820,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8821,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8822,[ 7.939931 -1.646586 -6.656557 13.075308]
8823,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8824,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
8825,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
8826,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8827,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
8828,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8829,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8830,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8831,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8832,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8833,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8834,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8835,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8836,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8837,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8838,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8839,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8840,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8841,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8842,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8843,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8844,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8845,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8846,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8847,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8848,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8849,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8850,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8851,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8852,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8853,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8854,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8855,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8856,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8857,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8858,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8859,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8860,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8861,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8862,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8863,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8864,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8865,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8866,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8867,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8868,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8869,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8870,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8871,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8872,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8873,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8874,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8875,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8876,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8877,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8878,[-5.2747884  5.678006  -9.009404  16.215416 ]
8879,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
8880,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
8881,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8882,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
8883,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8884,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
8885,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
8886,[-4.3653197  2.2251422 -6.158037   8.979199 ]
8887,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8888,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8889,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
8890,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
8891,[  5.386413   -2.8524148 -12.497684    8.698572 ]
8892,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8893,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8894,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8895,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
8896,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8897,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8898,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8899,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
8900,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
8901,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8902,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
8903,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8904,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8905,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8906,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8907,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8908,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8909,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8910,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8911,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8912,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8913,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8914,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8915,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8916,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8917,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8918,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8919,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8920,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8921,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8922,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8923,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8924,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8925,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8926,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8927,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8928,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8929,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8930,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8931,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8932,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8933,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8934,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8935,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8936,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8937,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8938,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8939,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8940,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8941,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8942,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8943,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8944,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8945,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8946,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8947,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8948,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8949,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8950,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8951,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8952,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8953,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8954,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8955,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8956,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8957,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8958,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8959,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8960,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8961,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8962,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8963,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8964,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8965,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8966,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8967,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8968,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8969,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8970,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8971,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8972,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8973,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8974,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8975,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8976,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8977,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8978,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8979,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8980,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8981,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8982,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8983,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8984,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8985,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8986,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8987,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8988,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8989,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8990,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8991,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8992,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8993,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8994,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8995,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8996,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8997,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8998,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8999,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9000,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9001,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9002,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9003,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9004,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9005,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9006,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9007,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9008,[ -0.501781   4.944282 -11.080901  14.511455]
9009,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9010,[-7.069173   1.7219808 -3.794051  11.688458 ]
9011,[-7.069173   1.7219808 -3.794051  11.688458 ]
9012,[-7.069173   1.7219808 -3.794051  11.688458 ]
9013,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9014,[-7.069173   1.7219808 -3.794051  11.688458 ]
9015,[-7.069173   1.7219808 -3.794051  11.688458 ]
9016,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9017,[-7.069173   1.7219808 -3.794051  11.688458 ]
9018,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9019,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9020,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9021,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9022,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9023,[-7.069173   1.7219808 -3.794051  11.688458 ]
9024,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9025,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9026,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
9027,[-7.069173   1.7219808 -3.794051  11.688458 ]
9028,[-7.069173   1.7219808 -3.794051  11.688458 ]
9029,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9030,[ -0.501781   4.944282 -11.080901  14.511455]
9031,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9032,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9033,[ -0.501781   4.944282 -11.080901  14.511455]
9034,[  5.420271 -12.757604 -14.899182  16.095007]
9035,[  1.200168   -4.010036  -18.2701      7.4810634]
9036,[ -0.501781   4.944282 -11.080901  14.511455]
9037,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9038,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9039,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9040,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9041,[-4.3653197  2.2251422 -6.158037   8.979199 ]
9042,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
9043,[ -0.501781   4.944282 -11.080901  14.511455]
9044,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9045,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
9046,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9047,[ -2.3532498  -4.840944  -13.718849    5.1366816]
9048,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9049,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
9050,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9051,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9052,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
9053,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9054,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9055,[ 0.2467605 -4.8618293 -6.4171915 15.561402 ]
9056,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9057,[ -0.501781   4.944282 -11.080901  14.511455]
9058,[  5.420271 -12.757604 -14.899182  16.095007]
9059,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9060,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9061,[ -2.3532498  -4.840944  -13.718849    5.1366816]
9062,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9063,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9064,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9065,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9066,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9067,[ -0.501781   4.944282 -11.080901  14.511455]
9068,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9069,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9070,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9071,[ -2.3532498  -4.840944  -13.718849    5.1366816]
9072,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
9073,[-7.069173   1.7219808 -3.794051  11.688458 ]
9074,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9075,[ -0.6781827  -0.948161  -16.430569   17.379158 ]
9076,[-7.069173   1.7219808 -3.794051  11.688458 ]
9077,[  1.3766994   1.9601347 -10.503686   14.496681 ]
9078,[ -0.6781827  -0.948161  -16.430569   17.379158 ]
9079,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9080,[  7.2718873 -11.349173   -9.064242   13.568281 ]
9081,[ -0.501781   4.944282 -11.080901  14.511455]
9082,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
9083,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9084,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9085,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9086,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9087,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
9088,[  1.200168   -4.010036  -18.2701      7.4810634]
9089,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9090,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9091,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9092,[-4.3653197  2.2251422 -6.158037   8.979199 ]
9093,[ -2.3532498  -4.840944  -13.718849    5.1366816]
9094,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
9095,[-7.069173   1.7219808 -3.794051  11.688458 ]
9096,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
9097,[  5.420271 -12.757604 -14.899182  16.095007]
9098,[ 0.2467605 -4.8618293 -6.4171915 15.561402 ]
9099,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
9100,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
9101,[-4.3653197  2.2251422 -6.158037   8.979199 ]
9102,[  5.420271 -12.757604 -14.899182  16.095007]
9103,[-7.069173   1.7219808 -3.794051  11.688458 ]
9104,[  3.7661018 -12.135404  -11.054521    8.422123 ]
9105,[ -2.3532498  -4.840944  -13.718849    5.1366816]
9106,[-4.8662696 -0.59682   -7.8816795 18.318394 ]
9107,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
9108,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9109,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9110,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9111,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9112,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9113,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9114,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9115,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9116,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9117,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9118,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9119,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9120,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9121,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9122,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9123,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9124,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9125,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9126,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9127,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9128,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9129,[  1.200168   -4.010036  -18.2701      7.4810634]
9130,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9131,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
9132,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9133,[ -3.4545217   5.14447   -12.862743    8.74075  ]
9134,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9135,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9136,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9137,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9138,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9139,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9140,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9141,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9142,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9143,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9144,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9145,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9146,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9147,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9148,[  1.7637935  -7.1838894 -12.099872    4.8516126]
9149,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9150,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9151,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9152,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9153,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9154,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9155,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9156,[-4.2929783  2.6437821 -5.07219   16.036623 ]
9157,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9158,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9159,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9160,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9161,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9162,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9163,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9164,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9165,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9166,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9167,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9168,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9169,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9170,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9171,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9172,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9173,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
9174,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
9175,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9176,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9177,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9178,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9179,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9180,[ 3.918083  -6.1012025 -6.482709   5.3941936]
9181,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9182,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9183,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9184,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9185,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9186,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9187,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9188,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9189,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9190,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9191,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9192,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9193,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9194,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9195,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9196,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9197,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9198,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9199,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9200,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9201,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9202,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9203,[  7.9515915  -4.874186  -10.180444   10.610601 ]
9204,[  7.9515915  -4.874186  -10.180444   10.610601 ]
